Id,Label,Year,Authors,InDegree,OutDegree,PageRank
35764,Lectern II: a multimedia lecture capturing and editing system,2003,"N. Joukov,Tzi-cker Chiueh",1,0,0.0002713625391421164
19506,Mapping rearrangement for HARQ based on low-order modulation,2009,"Leszek Szczecinski,Andres Ceron,Rodolfo Feick",0,1,0.00014655614853807745
19522,A new framework to automate constrained microaggregation,2009,"Isaac Cano,Guillermo Navarro-Arribas,Vicenç Torra",0,1,0.00014655614853807745
19536,An extended Markov blanket approach to proteomic biomarker detection from high-resolution mass spectrometry data,2009,"Jung Hun Oh,Prem Gurnani,John Schorge,Kevin P. Rosenblatt,Jean X. Gao",0,1,0.00014655614853807745
19542,Improving face recognition via narrowband spectral range selection using Jeffrey divergence,2009,"Hong Chang,Yi Yao,Andreas Koschan,Besma Abidi,Mongi Abidi",0,1,0.00014655614853807745
22740,Multiscale Fusion of Visible and Thermal IR Images for Illumination-Invariant Face Recognition,2007,"Seong G. Kong,Jingu Heo,Faysal Boughorbel,Yue Zheng,Besma R. Abidi,Andreas Koschan,Mingzhong Yi,Mongi A. Abidi",1,0,0.0002713625391421164
19550,Generalization of the ZZW embedding construction for steganography,2009,"Weiming Zhang,Xin Wang",0,2,0.00014655614853807745
29215,"Embedding with syndrome coding based on BCH codes: The corrected version of this paper is now available as full text. To view the original document as presented in the printed proceedings (with its errors), download the supplemental file",2006,"Dagmar Schönfeld,Antje Winkler",1,0,0.00020895934384009693
27786,Minimizing the embedding impact in steganography,2006,Jessica Fridrich,1,0,0.00020895934384009693
19554,VoIP capacity analysis in cognitive radio system,2009,"Howon Lee,Dong-Ho Cho",0,1,0.00014655614853807745
19559,A parametric correlation framework for the statistical evaluation and estimation of biometric-based classification performance in a single environment,2009,Michael E. Schuckers,0,1,0.00014655614853807745
19567,Symbol error rate of the DM-MPSK under the influence of jamming signals,2009,"Youngpo Lee,Taeung Yoon,Iickho Song,Yun Hee Kim,Tae Hee Han,Seokho Yoon",0,1,0.00014655614853807745
19573,OGC Catalog Services: a key element for the development of Spatial Data Infrastructures,2005,"J. Nogueras-Iso,F. J. Zarazaga-Soria,R. Béjar,P. J. Álvarez,P. R. Muro-Medrano",1,0,0.00020895934384009693
19579,Generalized dynamic frame sizing algorithm for finite-internal-buffered networks,2009,"Ching-Min Lien,Cheng-Shang Chang",0,1,0.00014655614853807745
40171,On guaranteed smooth switching for buffered crossbar switches,2008,"Si-Min He,Shu-Tao Sun,Hong-Tao Guan,Qiang Zheng,You-Jian Zhao,Wen Gao",1,0,0.0002713625391421164
19593,A recursive distributed topology discovery service for grid clients,2009,"Luca Valcarenghi,Francesco Paolucci,Filippo Cugini,Piero Castoldi",0,2,0.00014655614853807745
37857,Scalable and Efficient End-to-End Network Topology Inference,2008,"Xing Jin,Wanqing Tu,S. -H. Gary Chan",1,0,0.00020895934384009693
19630,Watermarking robustness evaluation based on perceptual quality via genetic algorithms,2009,"Giulia Boato,Valentina Conotter,Francesco G. B. De Natale,Claudio Fontanari",0,1,0.00014655614853807745
19637,Business logic for geoprocessing of distributed geodata,2006,Christian Kiehle,0,2,0.00014655614853807745
19729,The application of geography markup language (GML) to the geological sciences,2005,Ron Lake,1,0,0.00020895934384009693
19646,A mobile tourist assistance and recommendation system based on complex networks,2009,"Alf-Christian Schering,Martin Dueffer,Andreas Finger,Ilvio Bruder",0,1,0.00014655614853807745
45420,Complex networks in recommendation systems,2008,"Massimiliano Zanin,Pedro Cano,Javier M. Buldú,Oscar Celma",1,0,0.0002713625391421164
19649,Dynamic subchannel and slot allocation for OFDMA networks supporting mixed traffic: upper bound and a heuristic algorithm,2009,"Antonis Gotsis,Dimitris Komnakos,Philip Constantinou",0,1,0.00014655614853807745
19654,Performance analysis of the IEEE 802.15.4a UWB system,2009,"Zahra Ahmadian,Lutz Lampe",0,1,0.00014655614853807745
19658,Community mining on dynamic weighted directed graphs,2009,"Dongsheng Duan,Yuhua Li,Yanan Jin,Zhengding Lu",0,5,0.00014655614853807745
31067,Beyond streams and graphs: dynamic tensor analysis,2006,"Jimeng Sun,Dacheng Tao,Christos Faloutsos",1,0,0.00017151742665888524
25715,Center-piece subgraphs: problem definition and fast solutions,2006,"Hanghang Tong,Christos Faloutsos",1,0,0.00017151742665888524
22796,Fast Random Walk with Restart and Its Applications,2006,"Hanghang Tong,Christos Faloutsos,Jia-Yu Pan",1,0,0.00017151742665888524
19660,A mathematical framework for the performance analysis of Bluetooth with enhanced data rate,2009,Andrea Zanella,0,1,0.00014655614853807745
30832,Performance Analysis and Evaluation of Bluetooth Networks in Wireless Channel Environment,2006,Jae Sung Roh,2,0,0.0003337657344441358
19666,Exploiting the human-machine gap in image recognition for designing CAPTCHAs,2009,"Ritendra Datta,Jia Li,James Z. Wang",0,1,0.00014655614853807745
39400,Real-Time Computerized Annotation of Pictures,2008,"Jia Li,James Z. Wang",1,0,0.0002713625391421164
19710,A model-driven approach to weave architectural styles into service-oriented architectures,2009,"Marcos López-Sanz,Juan Manuel Vara,Esperanza Marcos,Carlos E. Cuesta",0,1,0.00014655614853807745
31590,A Modeling Framework for Service-Oriented Architecture,2006,"Tao Zhang,Shi Ying,Sheng Cao,Xiangyang Jia",1,0,0.0002713625391421164
19731,Optical CDMA coding scheme with a large size of code space,2009,Chao-Chin Yang,0,1,0.00014655614853807745
19736,Security weakness in a dynamic program update protocol for wireless sensor networks,2009,"Peng Zeng,Zhenfu Cao,Kim-Kwang Raymond Choo,Shengbao Wang",0,1,0.00014655614853807745
33131,Sluice: Secure Dissemination of Code Updates in Sensor Networks,2006,"Patrick E. Lanigan,Rajeev Gandhi,Priya Narasimhan",5,0,0.0007520875505779361
19751,Defining ETL worfklows using BPMN and BPEL,2009,"Zineb El Akkaoui,Esteban Zimanyi",0,1,0.00014655614853807745
21012,YAM2: a multidimensional conceptual model extending UML,2006,"Alberto Abelló,José Samos,Fèlix Saltor",2,0,0.00039616892974615525
19785,On the connectivity of wireless multi-hop networks with arbitrary wireless channel models,2009,"Xiaoyuan Ta,Guoqiang Mao,Brian D. O. Anderson",0,1,0.00014655614853807745
22227,Connectivity of wireless multihop networks in a shadow fading environment,2005,"Christian Bettstetter,Christian Hartmann",2,0,0.00039616892974615525
19795,Computer-supported example-based learning: When instructional explanations reduce self-explanations,2006,"Silke Schworm,Alexander Renkl",0,1,0.00014655614853807745
35934,Vicarious learning from educational dialogue,1999,"Keith Stenning,Jean McKendree,John Lee,Richard Cox,Finbar Dineen,Terry Mayes",1,0,0.0002713625391421164
19823,Communication coverage in wireless passive sensor networks,2009,"Alper Bereketli,Ozgur B. Akan",0,1,0.00014655614853807745
19835,Analyzing CMC content for what?,2006,"Som Naidu,Sanna Järvelä",0,4,0.00014655614853807745
20210,Graph Embedding and Extensions: A General Framework for Dimensionality Reduction,2007,"Shuicheng Yan,Dong Xu Benyu Zhang Hong-Jiang Zhang,Qiang Yang",1,0,0.00019258768872374473
20212,On document relevance and lexical cohesion between query terms,2006,"Olga Vechtomova,Murat Karamuftuoglu,Stephen E. Robertson",1,0,0.0002713625391421164
20221,The role of PASTA in network measurement,2006,"Francçois Baccelli,Sridhar Machiraju,Darryl Veitch,Jean C. Bolot",2,0,0.00039616892974615525
20231,Throughput Analysis of Synchronous Data Flow Graphs,2006,"A. H. Ghamarian,M. C. W. Geilen,S. Stuijk,T. Basten,B. D. Theelen,M. R. Mousavi,A. J. M. Moonen,M. J. G. Bekooij",3,0,0.00035872701256494353
20232,Effects of Divided Attention on fMRI Correlates of Memory Encoding,2005,"Melina R. Uncapher,Michael D. Rugg",0,4,0.00014655614853807745
33799,The Effects of Divided Attention on Encoding- and Retrieval-Related Brain Activity: A PET Study of Younger and Older Adults,2000,"Nicole D. Anderson,Tetsuya Iidaka,Roberto Cabeza,Shitij Kapur,Anthony R. McIntosh,Fergus I. M. Craik",1,1,0.0001777577461890872
32452,When Keeping in Mind Supports Later Bringing to Mind: Neural Markers of Phonological Rehearsal Predict Subsequent Remembering,2001,"Lila Davachi,Anat Maril,Anthony D. Wagner",6,0,0.0003878772351354207
20756,The Effect of Divided Attention on Encoding and Retrieval in Episodic Memory Revealed by Positron Emission Tomography,2000,"Tetsuya Iidaka,Nicole D. Anderson,Shitij Kapur,Roberto Cabeza,Fergus I. M. Craik",3,0,0.0004539469873030908
24849,Localization of Executive Functions in Dual-Task Performance with fMRI,2002,"André J. Szameitat,Torsten Schubert,Karsten Müller,D. Yves Von Cramon",3,0,0.00034416626699447235
20255,Fostering scientific habits of mind in the context of online play,2006,"Constance Steinkuehler,Marjee Chmiel",1,0,0.0001777577461890872
20267,"Single-pass online learning: performance, voting schemes and online feature selection",2006,"Vitor R. Carvalho,William W. Cohen",1,0,0.00020895934384009693
20268,A new approach to multi-pass scheduling in shop floor control,2004,"Taejong Yoo,Daehong Kim,Hyunbo Cho",1,0,0.0002235935586139915
20299,fMRI Evidence for Cortical Modification during Learning of Mandarin Lexical Tone,2003,"Yue Wang,Joan A. Sereno,Allard Jongman,Joy Hirsch",0,1,0.00014655614853807745
35389,Interconnected Large-Scale Systems for Three Fundamental Cognitive Tasks Revealed by Functional MRI,2001,"Joy Hirsch,Diana Rodriguez Moreno,Karl H.S. Kim",2,0,0.00031296466934346265
20304,Teaching Grid Computing in North Carolina: Part I,2006,"Barry Wilkinson,Clayton Ferner",1,0,0.0002713625391421164
20310,Cooperative multihop communication for underwater acoustic networks,2006,"Cecilia Carbonelli,Urbashi Mitra",1,0,0.00016735721363875063
20325,Robust Scene Categorization by Learning Image Statistics in Context,2006,"Jan C. van Gemert,Jan-Mark Geusebroek,Cor J. Veenman,Cees G. M. Snoek,Arnold W. M. Smeulders",1,0,0.0002713625391421164
20335,Mertacor: a successful autonomous trading agent,2006,"Panos Toulis,Dionisis Kehagias,Pericles A. Mitkas",1,0,0.0002713625391421164
20351,Generalized Load Sharing for Packet-Switching Networks II: Flow-Based Algorithms,2006,"Ka-Cheong Leung,Victor O. K. Li",0,1,0.00014655614853807745
31786,Generalized Load Sharing for Packet-Switching Networks I: Theory and Packet-Based Algorithm,2006,"Ka-Cheong Leung,Victor O. K. Li",1,0,0.0002713625391421164
20354,Production capacity analysis of a shock absorber assembly line using simulation,2004,"Nikhil S. Gujarathi,Rohit M. Ogale,Tarun Gupta",1,0,0.0002713625391421164
20368,On-line 3D surface measurement of iron ore green pellets,2006,Matthew J. Thurley,1,0,0.0002713625391421164
20371,Training linear SVMs in linear time,2006,Thorsten Joachims,9,0,0.0010733538025782016
20375,Queuing Models for Field Defect Resolution Process,2006,"Swapna S. Gokhale,Robert E. Mullen",1,0,0.0002713625391421164
20392,"Reasoning, Models, and Images: Behavioral Measures and Cortical Activity",2003,"Markus Knauff,Thomas Fangmeier,Christian C. Ruff,P. N. Johnson-laird",1,3,0.00020895934384009693
30547,The Representation of Objects in the Human Occipital and Temporal Cortex,2000,"Alumit Ishai,Leslie G. Ungerleider,Alex Martin,James V. Haxby",9,0,0.0008064164112660144
33824,Functional Anatomy of High-Resolution Visual Mental Imagery,2000,"E. Mellet,N. Tzourio-mazoyer,S. Bricogne,B. Mazoyer,S. M. Kosslyn,M. Denis",4,0,0.0006197344691290349
20394,Neurophysiological Correlates of Emotion Regulation in Children and Adolescents,2006,"Marc D. Lewis,Connie Lamm,Sidney J. Segalowitz,Jim Stieben,Philip David Zelazo",0,3,0.00014655614853807745
24969,"Implicit and Explicit Evaluation: fMRI Correlates of Valence, Emotional Intensity, and Control in the Processing of Attitudes",2004,William A. Cunningham,1,1,0.00018815827873942378
21335,The X-Trials: Neural Correlates of an Inhibitory Control Task in Children and Adults,2003,"Elysia Poggi Davis,Jacqueline Bruce,Kelly Snyder,Charles A. Nelson",2,0,0.00025056147404144325
28697,The Timing of Action-Monitoring Processes in the Anterior Cingulate Cortex,2002,"Vincent Van Veen,Cameron S. Carter",4,1,0.0003233652018937992
20395,Building credible input models,2004,Lawrence M. Leemis,1,0,0.00020895934384009693
20419,Visual Priming Within and Across Symbolic Format Using a Tachistoscopic Picture Identification Task: A PET Study,2001,"Karine Lebreton,Béatrice Desgranges,Brigitte Landeau,Jean-Claude Baron,Francis Eustache",0,1,0.00014655614853807745
22624,Auditory Priming within and across Modalities: Evidence from Positron Emission Tomography,1999,"Rajendra D. Badgaiyan,Daniel L. Schacter,Nathaniel M. Alpert",3,0,0.000427370527397165
20432,Electrophysiological Measures of Language Processing in Bilinguals,2002,Alice Mado Proverbio,1,3,0.00016735721363875063
25371,ERP Manifestations of Processing Printed Words at Different Psycholinguistic Levels: Time Course and Scalp Distribution,1999,"S. Bentin,Y. Mouchetant-rostaing,M. H. Giard,J. F. Echallier,J. Pernier",8,0,0.0005996849281816449
30370,Electrophysiological Evidence for Two Steps in Syntactic Analysis: Early Automatic and Late Controlled Processes,1999,"Anja Hahne,Angela D. Friederici",12,0,0.0014673212810851198
22144,Neural Specialization for Letter Recognition,2002,"Thad A. Polk,Matthew Stallcup,Geoffrey K. Aguirre,David C. Alsop,Mark D'esposito,John A. Detre,Martha J. Farah",5,1,0.00031969560572330766
20442,An Electrophysiological Study of the Effects of Orthographic Neighborhood Size on Printed Word Perception,2002,"Phillip J. Holcomb,Jonathan Grainger,Tim O'rourke",3,0,0.0003710333535987122
20446,Exploiting Proxy-Based Transcoding to Increase the User Quality of Experience in Networked Applications,2005,"Maarten Wijnants,Patrick Monsieurs,Peter Quax,Wim Lamotte",1,0,0.00020895934384009693
20453,Working Set Selection Using Second Order Information for Training Support Vector Machines,2005,"Rong-En Fan,Pai-Hsuen Chen,Chih-Jen Lin",3,1,0.00039616892974615525
20460,A Cognitive Model for Visual Attention and Its Application,2006,"Tibor Bosse,Peter-Paul van Maanen,Jan Treur",0,1,0.00014655614853807745
34919,Specification and Verification of Dynamics in Cognitive Agent Models,2006,"Tibor Bosse,Catholijn M. Jonker,Lourens van der Meij,Alexei Sharpanskykh,Jan Treur",3,1,0.0005209753203501942
20469,A simple and efficient algorithm for multifocus image fusion using morphological wavelets,2006,"Ishita De,Bhabatosh Chanda",1,0,0.0002713625391421164
20491,Making Sense of Sensemaking 1: Alternative Perspectives,2006,"Gary Klein,Brian Moon,Robert R. Hoffman",1,0,0.0002713625391421164
20500,Recollections: The Rise and Fall of WordStar,2006,Seymour Rubinstein,1,0,0.0002713625391421164
20512,A COTS Simulation Package Emulator (CSPE) for investigating COTS simulation package interoperability,2005,"Xiaoguang Wang,Stephen John Turner,Simon J. E. Taylor,Malcolm Yoke Hean Low,Boon Ping Gan",2,1,0.0004663391309144893
20526,Bailey's very well-poised 6ψ6-series identity,2006,Wenchang Chu,1,0,0.0002713625391421164
20538,Role of the Prefrontal Cortex in Attentional Control over Bistable Vision,2006,"Sabine Windmann,Michaela Wehrmann,Pasquale Calabrese,Onur Güntürkün",0,2,0.00014655614853807745
33533,Transcranial Magnetic Stimulation of the Human Frontal Eye Field: Effects on Visual Perception and Attention,2002,"Marie-Hélène Grosbras,Tomáš Paus",4,0,0.0004630819741436214
32494,Interference with Performance of a Response Selection Task that has no Working Memory Component: An rTMS Comparison of the Dorsolateral Prefrontal and Medial Frontal Cortex,2001,"K. A. Hadland,M. F. S. Rushworth,R. E. Passingham,M. Jahanshahi,J. C. Rothwell",4,0,0.00042690560267221573
20546,Homography from Coplanar Ellipses with Application to Forensic Blood Splatter Reconstruction,2006,"John Wright,Andrew Wagner,Shankar Rao,Yi Ma",1,0,0.0002713625391421164
20561,Feature instability as a criterion for selecting potential style markers: Special Topic Section on Computational Analysis of Style,2006,"Moshe Koppel,Navot Akiva,Ido Dagan",1,0,0.0002713625391421164
23550,Approximating component selection,2004,"Michael Roy Fox,David C. Brogan,Paul F. Reynolds, Jr.",1,0,0.000324515458953968
20570,Virtual Repository Supporting Integration of Pluginable Resources,2006,"Kamil Kuliberda,Piotr Blaszczyk,Grzegorz Balcerzak,Krzysztof Kaczmarski,Radoslaw Adamus,Kazimierz Subieta",1,0,0.0002713625391421164
20581,The Neurophysiological Basis of the Auditory Continuity Illusion: A Mismatch Negativity Study,2003,"Christophe Micheyl,Robert P. Carlyon,Yury Shtyrov,Olaf Hauk,Tara Dodson,Friedemann Pullvermüller",1,0,0.00020895934384009693
20587,The Effects of Case Mixing on Word Recognition: Evidence from a PET Study,2001,"Kate Mayall,Glyn W. Humphreys,Andrea Mechelli,Andrew Olson,Cathy J. Price",1,1,0.000168182270039501
27122,Functional Neuroanatomy of the Semantic System: Divisible by What?,1998,"C. J. Mummery,K. Patterson,J. R. Hodges,C. J. Price",13,2,0.001759319784924168
20603,Collaborative Spam Filtering Using E-Mail Networks,2006,"Joseph S. Kong,Behnam A. Rezaei,Nima Sarshar,Vwani P. Roychowdhury,P. Oscar Boykin",1,0,0.00020895934384009693
20624,General-purpose 3D animation with VITASCOPE,2004,"Vineet R. Kamat,Julio C. Martinez",1,0,0.00026211226365194847
20632,Dynamically reducing pressure on the physical register file through simple register sharing,2004,"L. Tran,N. Nelson,Fung Ngai,S. Dropsho,M. Huang",2,0,0.00039616892974615525
20646,Personal space in virtual reality,2006,"Laurie M. Wilcox,Robert S. Allison,Samuel Elfassy,Cynthia Grelik",0,1,0.00014655614853807745
22677,"The demographics, motivations, and derived experiences of users of massively multi-user online graphical environments",2006,Nick Yee,2,0,0.00039616892974615525
20655,Orthogonal nonnegative matrix t-factorizations for clustering,2006,"Chris Ding,Tao Li,Wei Peng,Haesun Park",4,0,0.000500174255249521
20657,NS-2 TCP-Linux: an NS-2 TCP implementation with congestion control algorithms from Linux,2006,"David X. Wei,Pei Cao",0,1,0.00014655614853807745
26534,Simulation with real world network stacks,2005,"Sam Jansen,Anthony McGregor",1,1,0.0002713625391421164
20659,Streaming MPEG-4 audio visual objects using TCP-friendly rate control and unequal error protection,2003,"T. Ahmed,A. Mehaoua,V. Lecuire",1,0,0.0002713625391421164
20687,Practical Methods for Geometric and Photometric Correction of Tiled Projector,2006,"Michael Harville,Bruce Culbertson,Irwin Sobel,Dan Gelb,Andrew Fitzhugh,Donald Tanguay",1,0,0.0002713625391421164
20694,Functional Anatomical Correlates of Controlled and Automatic Processing,2001,"Johan Martijn Jansma,Nick F. Ramsey,Heleen A. Slagter,Rene S. Kahn",1,0,0.0002265464986035388
20696,Developing data fusion systems devoted to security control in port facilities,2005,"Enrico Bocca,Simone Viazzo,Francesco Longo,Giovanni Mirabelli",0,1,0.00014655614853807745
34710,Poly-functional intelligent agents for computer generated forces,2004,"Matteo Brandolini,Attilio Rocca,Agostino G. Bruzzone,Chiara Briano,Petranka Petrova",1,1,0.0002713625391421164
20701,An Event-related fMRI Study of Exogenous Orienting: Supporting Evidence for the Cortical Basis of Inhibition of Return?,2004,"Andrew R. Mayer,Michael Seidenberg,Jill M. Dorflinger,Stephen M. Rao",0,3,0.00014655614853807745
23497,Neural Mechanisms of Visual Attention: Object-Based Selection of a Region in Space,2000,"Catherine M. Arrington,Thomas H. Carr,Andrew R. Mayer,Stephen M. Rao",2,1,0.00033954112924938843
33113,Covert Reorienting and Inhibition of Return: An Event-Related fMRI Study,2002,"Jöran Lepsien,Stefan Pollmann",1,1,0.00018815827873942378
33300,Neural Basis of Endogenous and Exogenous Spatial Orienting: A Functional MRI Study,1999,"Allyson C. Rosen,Stephen M. Rao,Paolo Caffarra,Augusto Scaglioni,Julie A. Bobholz,Scott J. Woodley,Thomas A. Hammeke,Joseph M. Cunningham,Thomas E. Prieto,Jeffrey R. Binder",8,0,0.0016492330165797306
20703,Cohen-Macaulay chordal graphs,2006,"Jürgen Herzog,Takayuki Hibi,Xinxian Zheng",1,0,0.0002713625391421164
26948,Topics over time: a non-Markov continuous-time model of topical trends,2006,"Xuerui Wang,Andrew McCallum",2,0,0.0005764974015849246
20725,A pattern for almost compositional functions,2006,"Björn Bringert,Aarne Ranta",0,1,0.00014655614853807745
25692,Simple unification-based type inference for GADTs,2006,"Simon Peyton Jones,Dimitrios Vytiniotis,Stephanie Weirich,Geoffrey Washburn",8,1,0.003235221790857904
20727,StatCache: a probabilistic approach to efficient and accurate data locality analysis,2004,"E. Berg,E. Hagersten",1,0,0.0002713625391421164
20747,Islands of Tractability for Parsimony Haplotyping,2006,"Roded Sharan,Bjarni V. Halldorsson,Sorin Istrail",1,0,0.0002713625391421164
20749,Secure multiparty computation of approximations,2006,"Joan Feigenbaum,Yuval Ishai,Tal Malkin,Kobbi Nissim,Martin J. Strauss,Rebecca N. Wright",1,0,0.0002713625391421164
20759,Self-Organizing Dynamics of Lexical Access in Normals and Aphasics,2001,"Mark G. Mcnellis,Sheila E. Blumstein",2,0,0.0002644824768493091
20766,Rule-Based Category Learning is Impaired in Patients with Parkinson's Disease but not in Patients with Cerebellar Disorders,2005,"W. Todd Maddox,Paul Aparicio,Natalie L. Marchant,Richard B. Ivry",0,3,0.00014655614853807745
30751,Dissociating Hippocampal versus Basal Ganglia Contributions to Learning and Transfer,2003,"Catherine E. Myers,Daphna Shohamy,Mark A. Gluck,Steven Grossman,Alan Kluger,Steven Ferris,James Golomb,Geoffrey Schnirman,Ronald Schwartz",1,1,0.00018815827873942378
28615,Comparison of the Basal Ganglia and Cerebellum in Shifting Attention,2001,"Susan M. Ravizza,Richard B. Ivry",3,0,0.0004997827997279951
34615,Spatial and Temporal Sequence Learning in Patients with Parkinson's Disease or Cerebellar Lesions,2003,"Jacqueline C. Shin,Richard B. Ivry",1,1,0.00018815827873942378
20767,The Relationship of Three Cortical Regions to an Information-Processing Model,2004,"John R. Anderson,Yulin Qin,V. Andrew Stenger,Cameron S. Carter",1,0,0.0002713625391421164
20778,Constructions of Low-Degree and Error-Correcting \in-Biased Generators,2006,Amir Shpilka,1,0,0.0002713625391421164
20803,MAPLE: a framework for mobility-aware pro-active low energy clustering in ad hoc mobile wireless networks: Research Articles,2006,"Rajesh Palit,Ekram Hossain,Parimala Thulasiraman",1,0,0.0002713625391421164
20813,The boss online submission and assessment system,2005,"Mike Joy,Nathan Griffiths,Russell Boyatt",3,0,0.00028260980813716457
20822,The Moment Camera,2006,"Michael F. Cohen,Richard Szeliski",0,1,0.00014655614853807745
34251,Seamless Image Stitching of Scenes with Large Motions and Exposure Differences,2006,"Ashley Eden,Matthew Uyttendaele,Richard Szeliski",1,0,0.0002713625391421164
20825,"Stereo Matching with Color-Weighted Correlation, Hierachical Belief Propagation and Occlusion Handling",2006,"Qyngxiong Yang,Liang Wang,Ruigang Yang,Henrik Stewenius,David Nister",2,0,0.00025056147404144325
20867,System F with type equality coercions,2007,"Martin Sulzmann,Manuel M. T. Chakravarty,Simon Peyton Jones,Kevin Donnelly",0,2,0.00014655614853807745
26852,Modular type classes,2007,"Derek Dreyer,Robert Harper,Manuel M. T. Chakravarty,Gabriele Keller",1,0,0.00020895934384009693
20888,Performance measures for service systems with a random arrival rate,2005,"Samuel G. Steckley,Shane G. Henderson,Vijay Mehrotra",1,1,0.00026211226365194847
20903,Accessory Stimulus Effects on Response Selection: Does Arousal Speed Decision Making?,1999,"Steven A. Hackley,Fernando Valle-inclán",1,0,0.00040424483867174533
20907,Efficient Clustering of Uncertain Data,2006,"Wang Kay Ngai,Ben Kao,Chun Kit Chui,Reynold Cheng,Michael Chau,Kevin Y. Yip",1,0,0.0002713625391421164
20923,Deformation Modeling for Robust 3D Face Matching,2006,"Xiaoguang Lu,Anil K. Jain",1,0,0.00020895934384009693
20931,The use of simulation for productivity estimation based on multiple regression analysis,2005,"Seungwoo Han,Daniel W. Halpin",0,1,0.00014655614853807745
21532,Simulation experiment for improving construction processes,2004,"Shihyi Wang,Daniel W. Halpin",1,1,0.0002713625391421164
20934,Editorial: Revisiting the (Machine) Semantic Web: The Missing Layers for the Human Semantic Web,2007,"Gottfried Vossen,Miltiadis Lytras,Nick Koudas",0,1,0.00014655614853807745
20941,Effects of Attention on Neuroelectric Correlates of Auditory Stream Segregation,2006,"Joel S. Snyder,Claude Alain,Terence W. Picton",0,2,0.00014655614853807745
21072,Effects of Attentional Load on Auditory Scene Analysis,2003,"Claude Alain,Aaron Izenberg",2,1,0.0003337657344441358
30355,The Intraparietal Sulcus and Perceptual Organization,2005,Rhodri Cusack,1,1,0.00020895934384009693
20942,The Effects of Presentation Rate During Word and Pseudoword Reading: A Comparison of PET and fMRI,2000,"Andrea Mechelli,Karl J. Friston,Cathy J. Price",7,2,0.00048323996628763893
26220,The Neural Circuitry Involved in the Reading of German Words and Pseudowords: A PET Study,1999,"Peter Hagoort,Peter Indefrey,Colin Brown,Hans Herzog,Helmuth Steinmetz,Rüdiger J. Seitz",10,0,0.0009806272444976708
20950,Utility Optimization for Event-Driven Distributed Infrastructures,2006,"Cristian Lumezanu,Sumeer Bhola,Mark Astley",1,0,0.00020895934384009693
20969,Attribute-Based Access Control with Hidden Policies and Hidden Credentials,2006,"Keith Frikken,Mikhail Atallah,Jiangtao Li",1,0,0.0002713625391421164
20971,Mediating Group Dynamics through Tabletop Interface Design,2006,"Meredith Ringel Morris,Anthony Cassanego,Andreas Paepcke,Terry Winograd,Ann Marie Piper,Anqi Huang",1,0,0.00020895934384009693
20974,Searching with Unilateral Neglect,2002,"Marina Pavlovskaya,Haim Ring,Zeev Groswasser,Shaul Hochstein",2,1,0.0003337657344441358
31219,"Object-Centered Visual Neglect, or Relative Egocentric Neglect?",2000,"Jon Driver,Alex Pouget",3,0,0.00055562768918171
20976,On delivery guarantees of face and combined greedy-face routing in ad hoc and sensor networks,2006,"Hannes Frey,Ivan Stojmenovic",2,0,0.00039616892974615525
20989,Brain Potentials Reflect Behavioral Differences in True and False Recognition,2001,"Tim Curran,Daniel L. Schacter,Marcia K. Johnson,Ruth Spinks",4,0,0.0003910339147435919
20992,Can distributed software development be agile?,2006,"Balasubramaniam Ramesh,Lan Cao,Kannan Mohan,Peng Xu",1,0,0.0002713625391421164
20997,An Emprical Evaluation of Memory Management Alternatives for Real-Time Java,2006,"Filip Pizlo,Jan Vitek",1,0,0.0002713625391421164
21031,Emotion-based norm enforcement and maintenance in multi-agent systems: foundations and petri net modeling,2006,"Julia Fix,Christian von Scheve,Daniel Moldt",0,1,0.00014655614853807745
32777,My agents love to conform: Norms and emotion in the micro-macro link,2006,"Christian Scheve,Daniel Moldt,Julia Fix,Rolf Luede",1,0,0.0002713625391421164
21046,Circuit Lower Bounds via Ehrenfeucht-Fraisse Games,2006,"Michal Koucky,Clemens Lautemann,Sebastian Poloczek,Denis Therien",1,0,0.0002713625391421164
21049,The advise learning architecture: specialized authoring tools for educational software,1996,Michael Korcuska,0,1,0.00014655614853807745
32762,Design choices for learning-by-doing software: when to choose Advise,1996,"Michael Korcuska,Alex Kass,Menachem Y. Jona",1,0,0.0002713625391421164
21051,Polymorphic variants in Haskell,2006,Koji Kagawa,0,1,0.00014655614853807745
21058,Processing Syntactic Relations in Language and Music: An Event-Related Potential Study,1998,"Aniruddh D. Patel,Edward Gibson,Jennifer Ratner,Mireille Besson,Phillip J. Holcomb",9,0,0.0009207307781095005
23678,Conjoining Three Auditory Features: An Event-Related Brain Potential Study,2001,"David L. Woods,Claude Alain",1,0,0.0004308212985776711
21073,Towards designing a trusted routing solution in mobile ad hoc networks,2005,"Tirthankar Ghosh,Niki Pissinou,Kami Makki",2,0,0.00025056147404144325
21078,A legal analysis of human and electronic agents,2004,"Steffen Wettig,Eberhard Zehendner",1,0,0.00020895934384009693
21084,Approximate Reasoning in MAS: Rough Set Approach,2006,Andrzej Skowron,0,3,0.00014655614853807745
21111,Polymorphism and separation in hoare type theory,2006,"Aleksandar Nanevski,Greg Morrisett,Lars Birkedal",1,0,0.00020895934384009693
21119,Specialization of Neural Mechanisms Underlying Face Recognition in Human Infants,2002,"Michelle De Haan,Olivier Pascalis,Mark H. Johnson",6,0,0.0006095193884659974
